User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,User-City,User-State,User-Country,User-Age,Series-Title,Genre
97207,0446679593,10,Suzanne's Diary for Nicholas,James Patterson,2002,Warner Books,lynchburg, virginia,United States,33.0,suzanne's diary for nicholas,Romance
97208,0440241537,6,The King of Torts,JOHN GRISHAM,2003,Dell,san rafael, california,United States,33.0,king of torts,Legal Thriller
97244,0451205774,5,"Stranger in Paradise (A Carson Springs Novel, Book 1)",Eileen Goudge,2002,Signet Book,philadelphia, pennsylvania,United States,33.0,ring,Fantasy
97268,0060915544,9,The Bean Trees,Barbara Kingsolver,1989,Perennial,jackson, michigan,United States,33.0,bean trees,Fiction
97290,0312265859,10,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Press,londonderry, new hampshire,United States,24.0,stephanie plum,Mystery
97290,0312265867,10,To the Nines: A Stephanie Plum Novel,Janet Evanovich,2003,St. Martin's Press,londonderry, new hampshire,United States,24.0,stephanie plum,Mystery
97290,0312980140,10,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Paperbacks,londonderry, new hampshire,United States,24.0,stephanie plum,Mystery
97290,043935806X,10,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,londonderry, new hampshire,United States,24.0,harry potter,Fantasy
97324,1881098184,9,"The Witches' Almanac, Spring 2002 to Spring 2003 (Witches Almanac, 2002 2003)",Elizabeth Pepper,2002,Witches Almanac Ltd,costa de caparica, lisbon,Portugal,29.0,ring,Fantasy
97381,044022165X,8,The Rainmaker,JOHN GRISHAM,1996,Dell,chilliwack, british columbia,Canada,45.0,rainmaker,Legal Thriller
97423,0316182540,10,White Oleander : A Novel,Janet Fitch,2001,"Little, Brown",belle plaine, minnesota,United States,27.0,white oleander : a novel,Fiction
97443,0440214041,8,The Pelican Brief,John Grisham,1993,Dell,toronto, ontario,Canada,18.0,pelican brief,Thriller
97469,074343627X,7,Dreamcatcher,Stephen King,2001,Pocket,berkeley, california,United States,32.0,dreamcatcher,Horror
97500,0440998050,7,A Wrinkle in Time,Madeleine L'Engle,1976,Laure Leaf,karaville, florida,United States,14.0,wrinkle in time,Science Fiction
97515,0670894605,7,The Secret Life of Bees,Sue Monk Kidd,2002,Viking Books,wayland, michigan,United States,56.0,secret life of bees,Historical Fiction
97573,0441790348,7,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,1995,ACE Charter,east bay area, california,United States,33.0,ring,Fantasy
97587,0380718332,7,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1993,Avon,toronto, ontario,Canada,45.0,kay scarpetta,Mystery
97660,0316601950,8,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,portland, oregon,United States,48.0,pilot's wife : a novel,Fiction
97679,0439064864,7,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic,jackson heights, new york,United States,33.0,harry potter,Fantasy
97694,0440241537,9,The King of Torts,JOHN GRISHAM,2003,Dell,vancouver, british columbia,Canada,25.0,king of torts,Legal Thriller
97694,0446672211,10,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books,vancouver, british columbia,Canada,25.0,where the heart is (oprah's book club (paperback)),Fiction
97721,0061097314,10,The Bean Trees,Barbara Kingsolver,1998,HarperTorch,castro valley, california,United States,46.0,bean trees,Fiction
97721,0440225701,10,The Street Lawyer,JOHN GRISHAM,1999,Dell,castro valley, california,United States,46.0,street lawyer,Legal Thriller
97721,0440236673,9,The Brethren,John Grisham,2000,Island,castro valley, california,United States,46.0,brethren,Thriller
97754,0375726403,10,Empire Falls,Richard Russo,2002,Vintage Books USA,schenectady, new york,United States,46.0,empire falls,Fiction
97754,038542471X,6,The Client,John Grisham,1993,Doubleday Books,schenectady, new york,United States,46.0,client,Legal Thriller
97797,3423202777,8,Der kleine Hobbit.,John Ronald Reuel Tolkien,1999,Dtv,berlin, berlin,Germany,15.0,hobbit,Fantasy
97848,043936213X,10,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,2001,Scholastic,traverse city, michigan,United States,40.0,harry potter,Fantasy
97874,0156027321,8,Life of Pi,Yann Martel,2003,Harvest Books,, british columbia,Canada,33.0,life of pi,Fiction
97874,0316969443,10,Suzanne's Diary for Nicholas,James Patterson,2001,"Little, Brown",, british columbia,Canada,33.0,suzanne's diary for nicholas,Romance
97874,0345361792,10,A Prayer for Owen Meany,John Irving,1990,Ballantine Books,, british columbia,Canada,33.0,prayer for owen meany,Fiction
97874,0385504209,1,The Da Vinci Code,Dan Brown,2003,Doubleday,, british columbia,Canada,33.0,da vinci code,Thriller
97874,0446611867,10,A Bend in the Road,Nicholas Sparks,2002,Warner Books,, british columbia,Canada,33.0,bend in the road,Romance
97874,0446676098,10,The Notebook,Nicholas Sparks,1999,Warner Books,, british columbia,Canada,33.0,notebook,Romance
97874,0786868716,6,The Five People You Meet in Heaven,Mitch Albom,2003,Hyperion,, british columbia,Canada,33.0,five people you meet in heaven,Fiction
97905,0842329129,9,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996,Tyndale House Publishers,las cruces, new mexico,United States,42.0,left behind,Fiction
97919,038550120X,6,A Painted House,JOHN GRISHAM,2001,Doubleday,howell, michigan,United States,63.0,painted house,Fiction
97940,0316601950,5,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,stevens point, wisconsin,United States,33.0,pilot's wife : a novel,Fiction
97945,0439064872,10,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,omaha, nebraska,United States,34.0,harry potter,Fantasy
97945,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,omaha, nebraska,United States,34.0,harry potter,Fantasy
97956,1857022424,8,Shipping News,E Annie Proulx,0,Fourth Estate,perth, western australia,Australia,25.0,shipping news,Fiction
97959,0446672211,5,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books,wichita, kansas,United States,33.0,where the heart is (oprah's book club (paperback)),Fiction
98051,0671003755,2,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press,kingston, ontario,Canada,33.0,she's come undone (oprah's book club (paperback)),Fiction
98060,0316284955,8,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,2000,Back Bay Books,fort collins, colorado,United States,33.0,white oleander : a novel (oprah's book club),Fiction
98060,0671021001,6,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket,fort collins, colorado,United States,33.0,she's come undone (oprah's book club),Fiction
98117,0316182540,10,White Oleander : A Novel,Janet Fitch,2001,"Little, Brown",rochester, minnesota,United States,21.0,white oleander : a novel,Fiction
98159,0345413350,8,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,1997,Del Rey,vancouver, british columbia,Canada,56.0,his dark materials,Fantasy
98230,0679444815,8,Timeline,Michael Crichton,1999,Alfred A. Knopf,pacific palisades, california,United States,59.0,timeline,Science Fiction
98235,0312853238,9,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1992,Tor Books,yakima, washington,United States,17.0,ender's game (ender wiggins saga (paperback)),Science Fiction
98263,0345443284,8,While I Was Gone,Sue Miller,1999,Ballantine Books,north vancouver, british columbia,Canada,35.0,while i was gone,Fiction
98263,0375707972,10,The Reader,Bernhard Schlink,1999,Vintage Books USA,north vancouver, british columbia,Canada,35.0,reader,Historical Fiction
98263,0446672211,10,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books,north vancouver, british columbia,Canada,35.0,where the heart is (oprah's book club (paperback)),Fiction
98263,0671510053,10,SHIPPING NEWS,Annie Proulx,1994,Scribner,north vancouver, british columbia,Canada,35.0,shipping news,Fiction
98263,067976402X,10,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA,north vancouver, british columbia,Canada,35.0,snow falling on cedars,Historical Fiction
98263,1400034779,10,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,Anchor,north vancouver, british columbia,Canada,35.0,no. 1 ladies' detective agency,Mystery
98297,0440998050,1,A Wrinkle in Time,Madeleine L'Engle,1976,Laure Leaf,espoo, uusimaa,Finland,24.0,wrinkle in time,Science Fiction
98320,0440213525,8,The Client,John Grisham,1994,Dell Publishing Company,hamilton, ontario,Canada,48.0,client,Legal Thriller
98320,0440220602,8,The Chamber,John Grisham,1995,Dell Publishing Company,hamilton, ontario,Canada,48.0,chamber,Thriller
98320,0440241073,8,The Summons,John Grisham,2002,Dell Publishing Company,hamilton, ontario,Canada,48.0,summons,Thriller
98320,0446604801,7,Jack & Jill (Alex Cross Novels),James Patterson,1997,Warner Books,hamilton, ontario,Canada,48.0,alex cross,Thriller
98356,0345337662,8,Interview with the Vampire,Anne Rice,1993,Ballantine Books,west blocton, alabama,United States,45.0,interview with the vampire,Horror
98356,0345351525,7,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,west blocton, alabama,United States,45.0,vampire chronicles,Horror
98356,0441569595,9,Neuromancer (Remembering Tomorrow),William Gibson,1995,Ace Books,west blocton, alabama,United States,45.0,ring,Fantasy
98356,0804106304,7,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12),west blocton, alabama,United States,45.0,joy luck club,Fiction
98364,014025448X,5,At Home in Mitford (The Mitford Years),Jan Karon,1996,Viking Books,seattle, washington,United States,28.0,mitford years,Fiction
98364,0140254544,5,A Light in the Window (The Mitford Years),Jan Karon,1996,Penguin Books,seattle, washington,United States,28.0,mitford years,Fiction
98381,0061056901,8,Interesting Times (Discworld Novels (Paperback)),Terry Pratchett,1998,HarperTorch,alexandria, virginia,United States,30.0,discworld,Fantasy
98391,0060002050,8,On a Wicked Dawn (Cynster Novels),Stephanie Laurens,2002,Avon Books,morrow, georgia,United States,52.0,wicked,Fantasy
98391,0060506512,9,The Fifth Ring,Mitchell Graham,2003,Eos,morrow, georgia,United States,52.0,ring,Fantasy
98391,0060507594,10,Wickedly Yours,Brenda Hiatt,2003,Avon,morrow, georgia,United States,52.0,wicked,Fantasy
98391,0060514930,9,"Dead Ringer (Scottoline, Lisa)",Lisa Scottoline,2003,HarperCollins,morrow, georgia,United States,52.0,ring,Fantasy
98391,0060531231,8,When He Was Wicked (Bridgerton Family Series),Julia Quinn,2004,Avon,morrow, georgia,United States,52.0,wicked,Fantasy
98391,0151008116,9,Life of Pi,Yann Martel,2002,Harcourt,morrow, georgia,United States,52.0,life of pi,Fiction
98391,0312265840,10,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Press,morrow, georgia,United States,52.0,stephanie plum,Mystery
98391,0312265859,9,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Press,morrow, georgia,United States,52.0,stephanie plum,Mystery
98391,0312265867,10,To the Nines: A Stephanie Plum Novel,Janet Evanovich,2003,St. Martin's Press,morrow, georgia,United States,52.0,stephanie plum,Mystery
98391,0312289723,10,Ten Big Ones: A Stephanie Plum Novel,Janet Evanovich,2004,St. Martin's Press,morrow, georgia,United States,52.0,stephanie plum,Mystery
98391,0312876637,9,The Folk of the Fringe,Orson Scott Card,2001,Orb Books,morrow, georgia,United States,52.0,ring,Fantasy
98391,0316969680,8,The Beach House,James Patterson,2002,"Little, Brown",morrow, georgia,United States,52.0,beach house,Fiction
98391,0345445724,8,Entering Normal,Anne D. Leclaire,2001,Ballantine Books,morrow, georgia,United States,52.0,ring,Fantasy
98391,0373790376,8,"A Wicked Seduction (Midnight Fantasies) (Blaze, 33)",Janelle Denison,2002,Harlequin,morrow, georgia,United States,52.0,wicked,Fantasy
98391,0373790821,9,"Scoring: Under the Covers (Harlequin Blaze, No 78)",Kristin Hardy,2003,Harlequin,morrow, georgia,United States,52.0,ring,Fantasy
98391,0373791003,9,"Bordering On Obsession (Harlequin Blaze, 96)",Susan Kearney,2003,Harlequin,morrow, georgia,United States,52.0,ring,Fantasy
98391,0375411992,8,Blackwood Farm (The Vampire Chronicles),Anne Rice,2002,Alfred A. Knopf,morrow, georgia,United States,52.0,vampire chronicles,Horror
98391,037541200X,9,Blood Canticle (The Vampire Chronicles),ANNE RICE,2003,Knopf,morrow, georgia,United States,52.0,vampire chronicles,Horror
98391,038080803X,8,A Touch So Wicked (Avon Romantic Treasure),Connie Mason,2002,Avon,morrow, georgia,United States,52.0,wicked,Fantasy
98391,0380819619,8,The Ring on Her Finger (Avon Romance),Elizabeth Bevarly,2002,Avon,morrow, georgia,United States,52.0,ring,Fantasy
98391,0380978555,8,The Pursuit (Sherring Cross (Hardcover)),Johanna Lindsey,2002,William Morrow & Company,morrow, georgia,United States,52.0,ring,Fantasy
98391,0385504209,10,The Da Vinci Code,Dan Brown,2003,Doubleday,morrow, georgia,United States,52.0,da vinci code,Thriller
98391,0440241057,8,Slightly Wicked (Get Connected Romances),Mary Balogh,2003,Dell Publishing Company,morrow, georgia,United States,52.0,wicked,Fantasy
98391,0446527785,8,A Bend in the Road,Nicholas Sparks,2001,Warner Books,morrow, georgia,United States,52.0,bend in the road,Romance
98391,052594575X,9,The Hearing,John T. Lescroart,2001,Dutton Books,morrow, georgia,United States,52.0,ring,Fantasy
98391,0553110845,8,"House Corrino (Dune: House Trilogy, Book 3)",Brian Herbert,2001,Spectra,morrow, georgia,United States,52.0,dune,Science Fiction
98391,0670032549,10,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,2003,Viking Books,morrow, georgia,United States,52.0,dark tower,Fantasy
98391,0670032565,9,"The Waste Lands (The Dark Tower, Book 3)",Stephen King,2003,Viking Books,morrow, georgia,United States,52.0,dark tower,Fantasy
98391,0670032573,5,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,2003,Viking Books,morrow, georgia,United States,52.0,dark tower,Fantasy
98391,0679454497,9,Blood and Gold (Vampire Chronicles),Anne Rice,2001,Alfred A. Knopf,morrow, georgia,United States,52.0,vampire chronicles,Horror
98391,0786868716,10,The Five People You Meet in Heaven,Mitch Albom,2003,Hyperion,morrow, georgia,United States,52.0,five people you meet in heaven,Fiction
98391,0821773402,8,Reconsidering Riley,Lisa Plumley,2002,Zebra Books,morrow, georgia,United States,52.0,ring,Fantasy
98391,0842332359,10,Glorious Appearing: The End of Days (Left Behind #12),Tim F. Lahaye,2004,Tyndale House Publishers,morrow, georgia,United States,52.0,ring,Fantasy
98391,084394854X,9,Wicked Angel,Shirl Henke,2001,Leisure Books,morrow, georgia,United States,52.0,wicked,Fantasy
98391,1401300014,10,The Essential 55: An Award-Winning Educator's Rules for Discovering the Successful Student in Every Child,Ron Clark,2003,Hyperion,morrow, georgia,United States,52.0,ring,Fantasy
98391,1551667126,8,Dead Ringer,Jasmine Cresswell,2003,Mira Books,morrow, georgia,United States,52.0,ring,Fantasy
98391,1551668998,9,Beach House,Mary Alice Monroe,2002,Mira,morrow, georgia,United States,52.0,beach house,Fiction
98391,1880418568,10,"Wolves of the Calla (The Dark Tower, Book 5)",Stephen King,2003,Donald M. Grant/Scribner,morrow, georgia,United States,52.0,dark tower,Fantasy
98391,1880418592,9,"Song of Susannah (The Dark Tower, Book 6)",Stephen King,2004,Donald M. Grant/Scribner,morrow, georgia,United States,52.0,dark tower,Fantasy
98415,0671510053,8,SHIPPING NEWS,Annie Proulx,1994,Scribner,vancouver, british columbia,Canada,33.0,shipping news,Fiction
98440,0156027321,6,Life of Pi,Yann Martel,2003,Harvest Books,yuma, arizona,United States,17.0,life of pi,Fiction
98440,0439420105,10,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2002,Scholastic,yuma, arizona,United States,17.0,harry potter,Fantasy
98440,043965548X,10,Harry Potter and the Prisoner of Azkaban (Harry Potter),J.K. Rowling,2004,Scholastic Paperbacks,yuma, arizona,United States,17.0,harry potter,Fantasy
98440,0440998050,10,A Wrinkle in Time,Madeleine L'Engle,1976,Laure Leaf,yuma, arizona,United States,17.0,wrinkle in time,Science Fiction
98440,0618002219,9,The Hobbit: or There and Back Again,J.R.R. Tolkien,1999,Houghton Mifflin Company,yuma, arizona,United States,17.0,hobbit,Fantasy
98468,0345339681,10,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,Del Rey,eugene, oregon,United States,33.0,hobbit,Fantasy
98484,0804106304,8,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12),west point, new york,United States,18.0,joy luck club,Fiction
98522,0425147363,7,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group,oshawa, ontario,Canada,34.0,tom clancy's op center,Thriller
98531,0312291639,7,The Nanny Diaries: A Novel,Emma McLaughlin,2003,St. Martin's Griffin,tucson, arizona,United States,33.0,nanny diaries: a novel,Fiction
98551,0312195516,9,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA,ottawa, ontario,Canada,24.0,red tent (bestselling backlist),Historical Fiction
98574,0679454489,8,Merrick (Vampire Chronicles),Anne Rice,2000,Alfred A. Knopf,ft washington, maryland,United States,33.0,vampire chronicles,Horror
98575,0451160525,8,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1994,New American Library,vancouver, british columbia,Canada,58.0,dark tower,Fantasy
98596,0440211727,8,A Time to Kill,JOHN GRISHAM,1992,Dell,dallas, texas,United States,34.0,time to kill,Thriller
98596,0451163524,9,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,1997,Signet Book,dallas, texas,United States,34.0,dark tower,Fantasy
98628,0316284955,10,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,2000,Back Bay Books,kuwait, kuwait,Kuwait,17.0,white oleander : a novel (oprah's book club),Fiction
98628,0385504209,8,The Da Vinci Code,Dan Brown,2003,Doubleday,kuwait, kuwait,Kuwait,17.0,da vinci code,Thriller
98628,0446605239,10,The Notebook,Nicholas Sparks,1998,Warner Books,kuwait, kuwait,Kuwait,17.0,notebook,Romance
98628,0971880107,1,Wild Animus,Rich Shapero,2004,Too Far,kuwait, kuwait,Kuwait,17.0,wild animus,Fiction
98655,014025448X,10,At Home in Mitford (The Mitford Years),Jan Karon,1996,Viking Books,st. petersburg, florida,United States,70.0,mitford years,Fiction
98655,0971880107,2,Wild Animus,Rich Shapero,2004,Too Far,st. petersburg, florida,United States,70.0,wild animus,Fiction
98665,0312265840,7,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Press,highland park, new jersey,United States,33.0,stephanie plum,Mystery
98668,0860074382,9,84 Charing Cross Road,Helene Hanff,0,Warner Books> C/o Little Br,adelaide, south australia,Australia,26.0,ring,Fantasy
98671,0440241073,9,The Summons,John Grisham,2002,Dell Publishing Company,ennis, montana,United States,33.0,summons,Thriller
98686,0440213525,7,The Client,John Grisham,1994,Dell Publishing Company,norfolk, virginia,United States,32.0,client,Legal Thriller
98686,0671727796,7,The Color Purple,Alice Walker,1990,Pocket,norfolk, virginia,United States,32.0,color purple,Historical Fiction
98722,0345417623,7,Timeline,MICHAEL CRICHTON,2000,Ballantine Books,suffolk, virginia,United States,39.0,timeline,Science Fiction
98722,0446606189,7,Cat & Mouse (Alex Cross Novels),James Patterson,1998,Warner Books,suffolk, virginia,United States,39.0,alex cross,Thriller
98723,0312265859,7,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Press,cincinnati, ohio,United States,29.0,stephanie plum,Mystery
98723,0671003755,3,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press,cincinnati, ohio,United States,29.0,she's come undone (oprah's book club (paperback)),Fiction
98723,0684196395,8,ONE FOR THE MONEY : A Stephanie Plum Novel,Janet Evanovich,1994,Scribner,cincinnati, ohio,United States,29.0,stephanie plum,Mystery
98736,014028009X,10,Bridget Jones's Diary,Helen Fielding,1999,Penguin Books,rossville, georgia,United States,29.0,bridget jones,Romance
98741,0316969443,7,Suzanne's Diary for Nicholas,James Patterson,2001,"Little, Brown",fairbanks, alaska,United States,30.0,suzanne's diary for nicholas,Romance
98741,0786808012,8,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2001,Miramax Kids,fairbanks, alaska,United States,30.0,artemis fowl,Fantasy
98741,0786817070,8,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids,fairbanks, alaska,United States,30.0,artemis fowl,Fantasy
98741,0842332251,9,The Mark: The Beast Rules the World (Left Behind #8),Tim LaHaye,2000,Tyndale House Publishers,fairbanks, alaska,United States,30.0,left behind,Fiction
98758,0425129942,8,"The Corpse Had a Familiar Face: Covering Miami, America's Hottest Beat",Edna Buchanan,1989,Berkley Publishing Group,calgary, alberta,Canada,25.0,ring,Fantasy
98758,0446604801,7,Jack & Jill (Alex Cross Novels),James Patterson,1997,Warner Books,calgary, alberta,Canada,25.0,alex cross,Thriller
98758,0446612545,9,The Beach House,James Patterson,2003,Warner Books,calgary, alberta,Canada,25.0,beach house,Fiction
98783,0345313860,8,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,richboro, pennsylvania,United States,30.0,vampire chronicles,Horror
98783,0345337662,8,Interview with the Vampire,Anne Rice,1993,Ballantine Books,richboro, pennsylvania,United States,30.0,interview with the vampire,Horror
98783,0345339703,9,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986,Del Rey,richboro, pennsylvania,United States,30.0,ring,Fantasy
98783,0345351525,7,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,richboro, pennsylvania,United States,30.0,vampire chronicles,Horror
98783,034538475X,8,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,richboro, pennsylvania,United States,30.0,vampire chronicles,Horror
98783,0786817879,7,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2003,Miramax Kids,richboro, pennsylvania,United States,30.0,artemis fowl,Fantasy
98787,0060934417,9,Bel Canto: A Novel,Ann Patchett,2002,Perennial,melbourne, victoria,Australia,26.0,bel canto: a novel,Fiction
98787,0345391802,8,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1995,Ballantine Books,melbourne, victoria,Australia,26.0,hitchhiker's guide to the galaxy,Science Fiction
98787,0440226430,7,Summer Sisters,Judy Blume,1999,Dell Publishing Company,melbourne, victoria,Australia,26.0,summer sisters,Fiction
98794,014028009X,8,Bridget Jones's Diary,Helen Fielding,1999,Penguin Books,mount prospect, illinois,United States,33.0,bridget jones,Romance
98794,0312278586,9,The Nanny Diaries: A Novel,Emma McLaughlin,2002,St. Martin's Press,mount prospect, illinois,United States,33.0,nanny diaries: a novel,Fiction
98801,0375707972,8,The Reader,Bernhard Schlink,1999,Vintage Books USA,mahtomedi, minnesota,United States,40.0,reader,Historical Fiction
98804,0142001740,9,The Secret Life of Bees,Sue Monk Kidd,2003,Penguin Books,vista, california,United States,54.0,secret life of bees,Historical Fiction
98887,0441104029,8,"Children of Dune (Dune Chronicles, Book 3)",Frank Herbert,1991,Ace Books,colorado springs, colorado,United States,49.0,dune,Science Fiction
98887,0441172695,9,"Dune Messiah (Dune Chronicles, Book 2)",Frank Herbert,1994,ACE Charter,colorado springs, colorado,United States,49.0,dune,Science Fiction
98887,0441172717,9,Dune (Remembering Tomorrow),Frank Herbert,1996,ACE Charter,colorado springs, colorado,United States,49.0,ring,Fantasy
98887,0441294677,7,"God Emperor of Dune (Dune Chronicles, Book 4)",Frank Herbert,1991,ACE Charter,colorado springs, colorado,United States,49.0,dune,Science Fiction
98887,0441328008,7,"Heretics of Dune (Dune Chronicles, Book 5)",Frank Herbert,1996,ACE Charter,colorado springs, colorado,United States,49.0,dune,Science Fiction
98887,0553580272,7,"House Atreides (Dune: House Trilogy, Book 1)",Brian Herbert,2000,Spectra Books,colorado springs, colorado,United States,49.0,dune,Science Fiction
98887,0553580302,8,"House Harkonnen (Dune: House Trilogy, Book 2)",Brian Herbert,2001,Spectra Books,colorado springs, colorado,United States,49.0,dune,Science Fiction
98904,0060502258,10,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch,billings, montana,United States,28.0,divine secrets of the ya-ya sisterhood: a novel,Fiction
98904,0316569321,7,White Oleander : A Novel,Janet Fitch,1999,"Little, Brown",billings, montana,United States,28.0,white oleander : a novel,Fiction
98904,0380718340,7,Cruel & Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,Avon,billings, montana,United States,28.0,kay scarpetta,Mystery
98904,043935806X,5,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,billings, montana,United States,28.0,harry potter,Fantasy
98904,0451173317,6,"The Waste Lands (The Dark Tower, Book 3)",Stephen King,1997,Signet Book,billings, montana,United States,28.0,dark tower,Fantasy
98904,0679454470,5,"The Vampire Armand : The Vampire Chronicles (Rice, Anne, Vampire Chronicles)",Anne Rice,1998,Alfred A. Knopf,billings, montana,United States,28.0,vampire chronicles,Horror
98908,0142001740,5,The Secret Life of Bees,Sue Monk Kidd,2003,Penguin Books,charlotte, north carolina,United States,43.0,secret life of bees,Historical Fiction
98914,0385504209,6,The Da Vinci Code,Dan Brown,2003,Doubleday,sydney, new south wales,Australia,30.0,da vinci code,Thriller
98923,0440234743,7,The Testament,John Grisham,1999,Dell,liberty township, ohio,United States,33.0,testament,Thriller
98930,0345351525,9,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,northampton, massachusetts,United States,33.0,vampire chronicles,Horror
98930,0670880728,9,Bridget Jones's Diary,Helen Fielding,1998,Viking Books,northampton, massachusetts,United States,33.0,bridget jones,Romance
98930,0679733787,6,The Woman in the Dunes,Kobo Abe,1991,Vintage Books USA,northampton, massachusetts,United States,33.0,dune,Science Fiction
98966,0440206154,7,Red Dragon,Thomas Harris,2000,Dell Publishing Company,pittsburgh, pennsylvania,United States,33.0,red dragon,Thriller
99014,0671003755,10,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press,harrisburg, pennsylvania,United States,28.0,she's come undone (oprah's book club (paperback)),Fiction
99025,0439064872,8,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,bothell, washington,United States,35.0,harry potter,Fantasy
99026,0061020702,10,The Light Fantastic (Discworld Novels (Paperback)),Terry Pratchett,2000,HarperTorch,huntington beach, california,United States,38.0,discworld,Fantasy
99026,0971880107,2,Wild Animus,Rich Shapero,2004,Too Far,huntington beach, california,United States,38.0,wild animus,Fiction
99032,0060745908,8,Wicked Musical Tie-in Edition : The Life and Times of the Wicked Witch of the West,Gregory Maguire,2004,Regan Books,white plains, new york,United States,25.0,wicked,Fantasy
99032,0140298479,7,Bridget Jones: The Edge of Reason,Helen Fielding,2001,Penguin Books,white plains, new york,United States,25.0,bridget jones,Romance
99032,0142300608,8,Fire Bringer,David Clement-Davies,2002,Puffin Books,white plains, new york,United States,25.0,ring,Fantasy
99032,0385504209,6,The Da Vinci Code,Dan Brown,2003,Doubleday,white plains, new york,United States,25.0,da vinci code,Thriller
99077,0671727796,7,The Color Purple,Alice Walker,1990,Pocket,athens, georgia,United States,33.0,color purple,Historical Fiction
99085,0446520802,10,The Notebook,Nicholas Sparks,1996,Warner Books,lincoln, nebraska,United States,33.0,notebook,Romance
99102,0312976275,3,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Paperbacks,nashua, new hampshire,United States,33.0,stephanie plum,Mystery
